销售日期,年,月,区域,城市,连锁总部,门店,商品名称,通用名,规格,生产企业,数量,单位,单价(元),金额(元),有效期
2025-04-17,2025,4,区域3510376765,,连锁总部741008431,门店879736092,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,1.0,盒,73.0,73.0,2026-05-31
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店922218819,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,74.0,74.0,2026-04-30
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店922308905,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-04-30
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店922308905,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,59.0,59.0,2026-09-30
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店922308905,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,59.0,59.0,2026-09-30
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店922308905,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,59.0,59.0,2026-09-30
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店922308905,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-04-30
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店929338116,依帕司他片（唐林）,依帕司他片（唐林）,50mg*18片,扬子江药业集团南京海陵药业有限公司,1.0,盒,58.0,58.0,2027-08-31
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店936575632,盐酸左氧氟沙星胶囊（左克）,盐酸左氧氟沙星胶囊（左克）,0.1g×12s,扬子江药业集团有限公司,1.0,盒,7.0,7.0,2027-09-30
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店939512204,百乐眠胶囊,百乐眠胶囊,0.27g*56s,扬子江药业集团有限公司,1.0,盒,112.0,112.0,2026-06-30
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店939512204,百乐眠胶囊,百乐眠胶囊,0.27g*56s,扬子江药业集团有限公司,-1.0,盒,112.0,-112.0,2026-06-30
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店939512204,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,58.0,58.0,2026-09-30
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店939512204,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,58.0,58.0,2026-09-30
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店940626504,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,50.0,50.0,2026-07-31
2025-04-17,2025,4,区域3510376765,,连锁总部741008431,门店944488325,枸地氯雷他定片,,8.8mgx3片,扬子江药业集团广州海瑞药业有限公司,1.0,盒,38.5,38.5,2025-11-30
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店945693976,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,74.0,74.0,2026-04-30
2025-04-17,2025,4,区域2548513671,,连锁总部1380472851,门店953665246,(S)(G)(F)(护佑)(贝雪)枸地氯雷他定片,,8.8mgX5片/板X1板/盒,,1.0,盒,58.0,58.0,
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店984265321,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,74.0,74.0,2026-04-30
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店986546268,硝苯地平缓释片（I）,硝苯地平缓释片（I）,10mgx64s,扬子江药业集团,1.0,盒,15.0,15.0,2027-04-30
2025-04-17,2025,4,区域1686919203,,连锁总部738998451,门店986546268,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,58.0,58.0,2026-07-31
2025-04-18,2025,4,区域3510376765,,连锁总部741008431,门店1070556905,枸地氯雷他定片,,8.8mgx3片,扬子江药业集团广州海瑞药业有限公司,1.0,,39.8,39.8,2025-11-30
2025-04-18,2025,4,区域3510376765,,连锁总部741008431,门店1073647679,苯磺酸氨氯地平片,,5mgx28片,扬子江药业集团上海海尼药业有限公司,2.0,盒,52.0,104.0,2026-04-30
2025-04-18,2025,4,区域3510376765,,连锁总部741008431,门店1073647679,胃苏颗粒,,5gx9袋（无糖型）,扬子江药业集团江苏龙凤堂中药有限公司,1.0,,29.8,29.8,2027-06-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1073944762,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,50.0,50.0,2026-07-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1073944762,醋酸曲安奈德益康唑乳膏（扶严宁）,醋酸曲安奈德益康唑乳膏（扶严宁）,15g,扬子江药业集团有限公司,1.0,支,13.0,13.0,2027-08-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1079749481,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,74.0,74.0,2026-04-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1097874910,厄贝沙坦片（科苏）,厄贝沙坦片（科苏）,75mg*24s,扬子江药业集团江苏紫龙药业有限公司,2.0,盒,18.0,36.0,2026-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1097874910,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,53.0,53.0,2026-07-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1097874910,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,53.0,53.0,2026-07-31
2025-04-18,2025,4,区域3510376765,,连锁总部741008431,门店1100540255,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,1.0,盒,73.0,73.0,2026-05-31
2025-04-18,2025,4,区域1686919203,,连锁总部522934151,门店1107101817,G1蓝芩口服液（扬子江）,,10ML*9支,扬子江药业集团有限公司,2.0,盒,52.9,105.8,1970-01-01
2025-04-18,2025,4,区域1686919203,,连锁总部522934151,门店1107101817,G2苏黄止咳胶囊（扬子江）,,450MG*18S,扬子江药业集团北京海燕药业有限公司,1.0,盒,74.0,74.0,1970-01-01
2025-04-18,2025,4,区域1686919203,,连锁总部522934151,门店1107101817,TG1百乐眠胶囊（扬子江）,,0.27g*24s,扬子江药业集团有限公司,1.0,盒,38.39,38.39,1970-01-01
2025-04-18,2025,4,区域1686919203,,连锁总部522934151,门店1118820139,G0盐酸左氧氟沙星胶囊（扬子江）,,0.1g*12s,扬子江药业集团有限公司,1.0,盒,7.4,7.4,1970-01-01
2025-04-18,2025,4,区域3510376765,,连锁总部741008431,门店1122483495,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,1.0,盒,73.0,73.0,2026-05-31
2025-04-18,2025,4,区域3510376765,,连锁总部741008431,门店1138454838,氯雷他定片,,10mgx12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,24.0,24.0,2026-04-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店114513442,荜铃胃痛颗粒,荜铃胃痛颗粒,5g*6袋,扬子江药业集团江苏制药股份有限公司,4.0,盒,35.0,140.0,2027-07-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店114513442,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店114513442,荜铃胃痛颗粒,荜铃胃痛颗粒,5g*6袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,35.0,35.0,2027-07-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1146948131,胃苏颗粒（无糖型）,胃苏颗粒（无糖型）,5gx9袋,扬子江药业集团江苏制药股份有限公司,2.0,盒,16.0,32.0,2027-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1146948131,硝苯地平缓释片（I）,硝苯地平缓释片（I）,10mgx64s,扬子江药业集团,1.0,盒,16.0,16.0,2027-03-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1146948131,依帕司他片（唐林）,依帕司他片（唐林）,50mg*18片,扬子江药业集团南京海陵药业有限公司,1.0,盒,55.0,55.0,2026-02-28
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1146948131,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,13.0,13.0,2026-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1146948131,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,70.0,70.0,2026-04-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1146948131,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,70.0,70.0,2026-04-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1146948131,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,53.0,53.0,2026-09-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1150469746,硝苯地平缓释片（I）,硝苯地平缓释片（I）,10mgx64s,扬子江药业集团,2.0,盒,15.0,30.0,2027-04-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1150469746,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,53.0,53.0,2026-09-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1150469746,胃苏颗粒（无糖型）,胃苏颗粒（无糖型）,5gx9袋,扬子江药业集团江苏制药股份有限公司,2.0,盒,16.0,32.0,2027-11-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1150469746,氯雷他定片（雪苏）（限连锁）,氯雷他定片（雪苏）（限连锁）,10mgX12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,11.0,11.0,2026-08-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1152066002,厄贝沙坦片（科苏）,厄贝沙坦片（科苏）,75mg*24s,扬子江药业集团江苏紫龙药业有限公司,2.0,盒,17.0,34.0,2026-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1152066002,马来酸依那普利片（依苏）,马来酸依那普利片（依苏）,5mg×16s,扬子江药业集团江苏制药股份有限公司,1.0,盒,5.0,5.0,2027-02-28
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1152066002,甲钴胺胶囊（奇信）,甲钴胺胶囊（奇信）,0.5mgx50s,扬子江药业集团南京海陵药业有限公司,1.0,盒,33.0,33.0,2026-07-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1152066002,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1158758594,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,48.0,48.0,2026-09-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1182540956,甲钴胺胶囊（奇信）,甲钴胺胶囊（奇信）,0.5mgx50s,扬子江药业集团南京海陵药业有限公司,2.0,盒,33.0,66.0,2026-07-31
2025-04-18,2025,4,区域3510376765,,连锁总部741008431,门店1192500502,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1193499872,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,2.0,盒,70.0,140.0,2026-04-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1193499872,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,53.0,53.0,2026-06-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1197427089,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,30.0,30.0,2027-03-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1197427089,氨氯地平贝那普利片(I)（百安新）,氨氯地平贝那普利片(I)（百安新）,12.5mg*7S,扬子江药业集团广州海瑞药业有限公司,2.0,盒,49.0,98.0,2026-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1197427089,氨氯地平贝那普利片(I)（百安新）,氨氯地平贝那普利片(I)（百安新）,12.5mg*7S,扬子江药业集团广州海瑞药业有限公司,3.0,盒,49.0,147.0,2026-06-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1208977406,葡萄糖酸钙锌口服溶液,葡萄糖酸钙锌口服溶液,10mlx12支,扬子江药业集团有限公司,1.0,盒,24.0,24.0,2026-12-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1208977406,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-04-30
2025-04-18,2025,4,区域1686919203,,连锁总部522934151,门店1227116204,TG1散风通窍滴丸（扬子江）,,20丸*5袋,扬子江药业集团有限公司,1.0,盒,98.0,98.0,1970-01-01
2025-04-18,2025,4,区域1686919203,,连锁总部522934151,门店1227116204,TG1荜铃胃痛颗粒（扬子江）,,5g*9s,扬子江药业集团江苏制药股份有限公司,1.0,盒,37.3,37.3,1970-01-01
2025-04-18,2025,4,区域1686919203,,连锁总部522934151,门店1227116204,TG1散风通窍滴丸（扬子江）,,20丸*5袋,扬子江药业集团有限公司,1.0,盒,98.0,98.0,1970-01-01
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1246963942,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,23.0,23.0,2027-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1246963942,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-11-30
2025-04-18,2025,4,区域3510376765,,连锁总部741008431,门店1255878867,胃苏颗粒,,5gx9袋（无糖型）,扬子江药业集团江苏龙凤堂中药有限公司,2.0,,29.0,58.0,2027-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1297532793,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,52.0,52.0,2026-04-30
2025-04-18,2025,4,区域1686919203,,连锁总部522934151,门店1299082597,G1蓝芩口服液（扬子江）,,10ML*9支,扬子江药业集团有限公司,1.0,盒,52.9,52.9,1970-01-01
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1309891410,氯雷他定片（雪苏）（限连锁）,氯雷他定片（雪苏）（限连锁）,10mgX12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,11.0,11.0,2027-11-30
2025-04-18,2025,4,区域1686919203,,连锁总部522934151,门店1317900158,G2苏黄止咳胶囊（扬子江）,,450MG*18S,扬子江药业集团北京海燕药业有限公司,1.0,盒,74.0,74.0,1970-01-01
2025-04-18,2025,4,区域1686919203,,连锁总部522934151,门店1317900158,TG2枸地氯雷他定片（贝雪）,,8.8MG*5S,扬子江药业集团广州海瑞药业有限公司,1.0,盒,60.0,60.0,1970-01-01
2025-04-18,2025,4,区域1686919203,,连锁总部522934151,门店1317900158,TG1神曲消食口服液（扬子江）,,10ml*6s,扬子江药业集团,1.0,盒,78.0,78.0,1970-01-01
2025-04-18,2025,4,区域1686919203,,连锁总部522934151,门店1317900158,G2苏黄止咳胶囊（扬子江）,,450MG*18S,扬子江药业集团北京海燕药业有限公司,2.0,盒,74.0,148.0,1970-01-01
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1319604478,硝苯地平缓释片（I）,硝苯地平缓释片（I）,10mgx64s,扬子江药业集团,2.0,盒,15.0,30.0,2027-04-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1319604478,硝苯地平缓释片（I）,硝苯地平缓释片（I）,10mgx64s,扬子江药业集团,2.0,盒,15.0,30.0,2027-04-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1319604478,神曲消食口服液（限连锁）,神曲消食口服液（限连锁）,10ml*6支,扬子江药业集团,2.0,盒,70.0,140.0,2026-02-28
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1319604478,神曲消食口服液（限连锁）,神曲消食口服液（限连锁）,10ml*6支,扬子江药业集团,2.0,盒,70.0,140.0,2026-02-28
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1319604478,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,52.0,52.0,2026-04-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1319604478,银杏叶片（依康宁）,银杏叶片（依康宁）,每片含总黄酮醇苷19.2mg、萜类内酯4.8mg *84片,扬子江药业集团有限公司,3.0,盒,73.0,219.0,2026-02-28
2025-04-18,2025,4,区域3510376765,,连锁总部741008431,门店1322711111,胃苏颗粒,,5gx9袋（无糖型）,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,26.6,26.6,2027-08-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1344449019,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-11-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1344449019,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,27.0,27.0,2027-07-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1344449019,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1359937825,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,13.0,13.0,2026-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1359937825,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店137333224,百乐眠胶囊,百乐眠胶囊,0.27g*56s,扬子江药业集团有限公司,1.0,盒,94.0,94.0,2026-04-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1374980008,格列吡嗪缓释片（秦苏）,格列吡嗪缓释片（秦苏）,5mgx24片,扬子江药业集团有限公司,1.0,盒,16.0,16.0,2025-11-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1427854234,胃苏颗粒（无糖型）,胃苏颗粒（无糖型）,5gx9袋,扬子江药业集团江苏制药股份有限公司,2.0,盒,24.0,48.0,2027-01-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1427854234,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,290.0,290.0,2026-09-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1427854234,胃苏颗粒,胃苏颗粒,15g×9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,22.0,22.0,2027-08-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1427854234,百乐眠胶囊,百乐眠胶囊,0.27g*56s,扬子江药业集团有限公司,3.0,盒,94.0,282.0,2026-06-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1435695110,胃苏颗粒,胃苏颗粒,15g×9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,21.0,21.0,2027-08-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1435695110,厄贝沙坦片（科苏）,厄贝沙坦片（科苏）,75mg*24s,扬子江药业集团江苏紫龙药业有限公司,1.0,盒,17.0,17.0,2026-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1435695110,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,4.0,盒,250.0,1000.0,2026-09-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1435695110,苯磺酸氨氯地平片（兰迪）,苯磺酸氨氯地平片（兰迪）,5mgx28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,25.0,25.0,2027-11-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1435695110,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,23.0,23.0,2027-07-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1435695110,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,70.0,70.0,2026-04-30
2025-04-18,2025,4,区域3510376765,,连锁总部741008431,门店1450357506,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,2.0,盒,73.0,146.0,2026-04-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1473531929,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,10ml*9支,扬子江药业集团有限公司,1.0,盒,52.0,52.0,2026-02-28
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1473531929,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-07-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1473531929,神曲消食口服液（限连锁）,神曲消食口服液（限连锁）,10ml*6支,扬子江药业集团,1.0,盒,70.0,70.0,2025-06-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1473531929,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,53.0,53.0,2026-06-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1477481831,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,48.0,48.0,2026-09-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1477481831,醋酸曲安奈德益康唑乳膏（扶严宁）,醋酸曲安奈德益康唑乳膏（扶严宁）,15g,扬子江药业集团有限公司,1.0,支,12.0,12.0,2027-05-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店148090592,依帕司他片（唐林）,依帕司他片（唐林）,50mg*18片,扬子江药业集团南京海陵药业有限公司,1.0,盒,57.0,57.0,2026-02-28
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1489448661,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,25.0,25.0,2027-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1489448661,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-11-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1527885314,补肾润肺口服液（供连锁）,补肾润肺口服液（供连锁）,30ml*3瓶,扬子江药业集团四川海蓉药业有限公司,2.0,盒,98.0,196.0,2025-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1582180975,依帕司他片（唐林）,依帕司他片（唐林）,50mg*18片,扬子江药业集团南京海陵药业有限公司,1.0,盒,57.0,57.0,2026-02-28
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1582180975,依帕司他片（唐林）,依帕司他片（唐林）,50mg*18片,扬子江药业集团南京海陵药业有限公司,1.0,盒,57.0,57.0,2026-02-28
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1596149170,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,53.0,53.0,2026-07-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1597564632,富马酸卢帕他定片（卢苏）,富马酸卢帕他定片（卢苏）,10mg*5片,扬子江药业集团江苏紫龙药业有限公司,1.0,盒,94.0,94.0,2025-12-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1597564632,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,62.0,62.0,2026-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1607728654,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,291.0,291.0,2026-09-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1607728654,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,32.0,32.0,2027-07-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1607728654,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,-1.0,盒,291.0,-291.0,2026-09-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1607728654,依帕司他片（唐林）,依帕司他片（唐林）,50mg*18片,扬子江药业集团南京海陵药业有限公司,1.0,盒,59.0,59.0,2027-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1607728654,依帕司他片（唐林）,依帕司他片（唐林）,50mg*18片,扬子江药业集团南京海陵药业有限公司,1.0,盒,59.0,59.0,2027-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1607728654,依帕司他片（唐林）,依帕司他片（唐林）,50mg*18片,扬子江药业集团南京海陵药业有限公司,-1.0,盒,59.0,-59.0,2027-10-31
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1609554423,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-04-18,2025,4,区域1686919203,,连锁总部738998451,门店1629071413,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,53.0,53.0,2026-09-30
